text,label
_harris  There were way more than two! Ten hours of real-ale takes it out of you,1
 they just said she was very elusive; should be tricky,0
"I`m looking forward to going home tomorrow, but I really wish it was for a different reason.",2
 omg wtf why is there a **** site following me?!,0
I am unable to create a new daily. This is the main reason why I downloaded Habitica. The error message says ' ' is not a valid enum value for path 'frequency'. Edit: The app works perfectly now. I've been using it for over 6 months without a single issue. This is the best self improvement app ever created.,2
Morning twitter,1
This is an amazing app. I used to struggle to get anything done before I stumbled upon this wonderful creation.,2
the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck...  haha,1
Great and handy!,2
3oh!3 on the radio  they were amazing yesterday.,2
after reinstall data not recover while take backup Google Drive,0
" i`m sure you`re sleeping, but you`ll have to tell me your favorite part tomorrow. i laughed pretty much the whole time.",2
" so I wanted to DM you back but I couldn`t cuz your not following me  but thankss anyways, maybe ill see ya around in ELLE-AY  ...",2
"The app crashes every now and then, no point of using the app when the timer freezes and the app stops responding. It is happening from the past 2 weeks. Kindly do something about it because a lot of people seem to be facing the same problem.",0
Broke the laptop again...,1
"http://www.myspace.com/dica_grl Just got a crush on this song! Disco`s Out! Murder`s In! ruleaz?, zic!  www.myspace.com/discosoutmurdersin",1
 Good Morning! It`s been a while since I`ve 'talked' to you   - Keep up the awesome tweets.,2
  just listened to the songs on your myspace.  really good,2
Locked out of my **** house!,1
my tv is so boring,0
I LOVE how it says what the task is!,2
" Haha! Night man, and no, but Im sure I`ll meet her again in my lifetime, in fact I will...no doubt about it.",1
" yes I can talk friench and in my picture this is me in france !!  Now , i`m in london and soon i`m going to L.A",1
"This app worked well for a year. Had ads, but I was fine with that. The latest update made the ads much bigger, appearing in the task sidebar instead of banners at the top and bottom. I was annoyed but tolerated it. Then today I got a full screen video add that I couldn't close until it was through. That's too much. Deleted. Reply to reply: I know I can pay to get them removed but I don't want to support a company that pushes an update with full screen video ads you can't close.",0
helpful but not too much,1
"j. alexanders... i`m sorry nintendo, but if i`m in a collared shirt then chances are you`re staying home tonight",1
" did some research, but couldn`t find the specific thing which i wanna do with this drive`s autorun",0
Sooow good,2
 My Mom is a nurse practitioner&spent entire life devoted to the field.  The good ones deserve to be recognized! I`ll follow her,2
"Overall, I like the app. However, I'm uninstalling because of the pop-up notification that goes over other apps and basically freezes my phone until i dismiss it. The app doesn't have permission to draw over other apps and no way to disable this notification. The only reason it isn't 1 star is because overall the app is good.. they just ruin it with that 'feature'.",1
in the mailbox already for 2 hours,1
it`s the weekend but 9 year old is grounded which makes me grounded too,1
" It`s pretty good, actually! A few lame episodes, but otherwise good. Give it a try!",1
" wow, that`s good",2
Downloading Chex-Quest!  Been about 12 years sins it`s final release you say? Your Right!,2
  she was sleep and then she woke up to check on me see if i was cold or hot i love my mom,2
wants Friday to come quick! I want my beauty sleep and shopping...,1
 well gracias  haha and why is that? the plays?,2
"says i got 2 cards today, from eva n clara. thanks, guys.  http://plurk.com/p/roo6c",2
IBood DOWN,1
"I`m a bit late, but the new twitterific interface for the iPhone is very cool, oh and Richie and Lauren on their engagement",2
its serves a purpose,1
" Girl, you`re crazy... I LOVE! you.  Hahaha, and I GOT! yo` Lp Chap.",2
Omg i here thunderrrr i wish i was home  i love cuddling with a blanky during a storm,1
"Very nice app. It would be helpful if it is integrated with outlook calender, or can be added to outlook calender, just like evernote and wunderlist are connected to it.",2
sorry for my lack of tweets  ive been buzy. new vid this saturday!!,0
There are full-size ads that block your entire screen. Incredibly disruptive and I don't want to reward that by buying pro. There are other calendar apps out there that don't deliberately disrupt your productivity.,0
 i agree with you!,2
Loved this app until ads started covering the entire screen. Uninstalled immediately.,0
"DH at work, DD7 at party. Seriously thinking of treating DS9 and myself to sushi lunch - after all, it IS Mother`s Day here!",1
Chem wasn`t better than physics. And now I`m so tired. _astri HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo?,0
" OR, just make someone walk on ur back?? I`m a professional back walker-on`er  I could use that too, on the lower regions!",1
Uninstalled as calendar events keep appearing under the wrong date. Disappointing.,0
 I thought every weekend was a long weekend in California,1
FRIENDS COMING TONIGHT! Hopefully the weather will stay nice,2
Saw Fiddler with Topol! The girls LOOOOVED it!  Next month... Annie! 7th row! *can`t wait* Trip 2 the music store for Fiddler sheet music.,2
Today is 777 days until LeakyCon 2011. Awesome number but I wish it wasn`t so far away,2
"I would like to set the begin date in the past, then indicate the total number of days and have app calculate end date. i would like to see the end date on calendar, number of days remaining, and an option to have days marked complete as the default. also, stop asking me to rate when i already have please.",2
 ZOMG SO CUTE MATT. **** thats a good movie,2
Is feeling like he has a bad flu. Yes. Bad. Flu.,0
"_Rigby Well my neck hurts from moving out  you massage me, i massage u?! lol!",1
Got my hair cut. Great.  stupid gum.,0
 Busy but fantastic. Tried to unplug for a few days.   Thank you for the FF!!,2
UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there`s a $590 repair and still no tires.,1
http://www.speedtest.net/result/483892161.png i get good download speed only when no one else is using the connection,2
Can't use it without email.,1
"Pictures of Cassie from the Crawfish Boil make me smile real big  Also, my desktop is still fail. Ultimate fail. It hates me.",1
heading out to (a long)band practice. last one before our first show on Saturday night. Hope it`s a good one  http://digg.com/u12MIW,2
Only 7 day trial. Not sufficient. A month would be better,0
_DIG up late again I see?  You missed a great time at Donny`s birthday... remember to call him on Monday!,1
"A super-quick response from the dev sorted out my issue with the alarm sound, so now this little app is perfect for me. You can sort your tasks into lists; you can be reminded, by notification or alarm, any amount of time beforehand; you can set a priority for tasks... and probably more that I haven't discovered yet. Now I just need a busier life.",2
 IN Filipino if u say 'Nakuh grabeh!' it`s like sayin OMG,1
...definitely the first time I`ve felt alive again in years. Super happy,2
This is a great organizational tool. It literally combines all my relevant tasks in one place.,2
 Me too I need the sudden urge to do it. Missing the Diplomat title,0
Great find   http://amanita-design.net/samorost-1/,0
"_at_work agree totally, think though if we can take a point off Everton and Liverpool beat Man City we are happy days",2
watching the games and making some popcornss!,1
"This is a very convenient little app that can have quite a big and positive impact on your daily routine, especially if you work on a lot of different projects. For me, the indicated time between events is very helpul in planning breaks. Must-have for anyone who is looking for a clean and effective way to manage their schedule. Well worth the purchase! ^^",2
It's easy and friendly . Simple and nice UI. I think it can be better if we define time for doing and the app suggest day or devided to some part . ...,1
Updating to the latest version of Adium now. What a great app!,2
"++ BUG: confirm to delete doesn't appear after swipe to delete action, but does appear during select item/menu delete. Shouldn't it be the other way around? (easier to accidentally swipe) Or for both? ++ pls add animation to indicate syncing progress so we know when we can force quit ++ pls add option to add tasks to top of list ++ sorting seems random when choosing to show completed tasks; shouldn't all completed tasks be stacked under non completed? Or is it chrono but we can't see it?",1
recapping on britains got talent. britain seems more talented than america,2
so happy its friday...not so happy about this rain,2
I`ve got a dentist`s appointment soon!  The drill feels like I`ve got my brain in a blender - not looking forward to it,0
" Sounds lovely, hope you have a great day",2
_HotSawce owwwwww! gooood morning,2
 pic as promised  http://twitpic.com/4wqy4,1
 nope i cant figure out how to get the updates on my blackberry. . . i need to go running too,1
Off to take a math quiz...on a friday....booo,1
Constant connection drop outs. Will update review when this is fixed.,0
"y do i even bother getting a new fone..i just **** break them anyway,,,fones dont float,,especially when thrown in the pool",0
I love this widget!! It's such a clear picture of the time and schedule!! My only thing is I wish it was compatible for the galaxy watch! I got the app because I saw it on the watch I'm the pictures but it doesn't work with the galaxy watch. 😕 If this was improved to work with the watch I would give it 5++ stars.,2
This is closest to my expectations,2
Very pricey,0
" I`ve had that 'problem' too, being charmed fast, I mean. I`ll cross my fingers for you",0
wow the last hour of twittering that I`ve been doing has yet to be sent over to twitter..  guys bare w me...,0
My favorite aspect of this app is the visual organization of my daily events! It's a great little widget for people who need to keep track of their life but literally always forget to open the calendar app. I would like to see more color custom options 😊,2
" **** dude... dia 06, 20 e 27 eu tenho curso na DRC  flash expert...",0
Off to church now...,1
 Are you a night owl or what? Always on here as the same time as myself  Enjoy your scifi show.,2
Is actually workin the weekend...Not for it,1
"33 minutes left before my flannel hobbit shoes get wet  RAIN, PLS GO AWAY!",0
"in santa clara a long way from hoe, well not that far. it sure seems like it.",1
 hey Lonnie! I`ll be there next weekend  I can`t wait.,2
 everything counts  what are you drinking?,1
 just for a little while.. to get an impression of how twitter-copy-topify,1
has a face mask on. hehe,1
" oops, me and my drunken stupor lol. Ima check it out",0
Oh fml its probs gunna be at shepards bush  i hate it there,0
http://tinyurl.com/ateltl <-- Rocksteady pt II,1
_cowan oh cool!  I`m gonna crash and sleep. I have been like 40 some hours working lol,1
 miss chatting with you,0
WOW. My teacher just called me a skunk cuz of my hair,2
Yesssssssssss! A rocket to the moon is  going on warped!,1
" Yup, 1987 lol. SWEET YEAR  haha",2
"Alright, I think it`s time for bed...even though I`ll probably surf the net for another hour before I go to sleep lol! Goodnight",2
" Oh whoops, my bad",0
"Alright! Party was a success! We all had fun, & now it`s over",2
" nope, up tomorrow  I`m tired need bed",0
_shines92 aww that sucks,0
"--- EDIT: there is some annoying bugs when assigning a date: ""tomorrow"" is sometimes sent to next week and ""next week"" the week after. I double checked my datetime settings. --- Good tool but removing a star because of the subscription model. I would be happy to pay, but a monthly fee is difficult to justify by the extra features being offered. At least not for my usage.",0
" yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",1
"Not going to Suffolk tomorrow.   However, now MB & I are planning a picnic on the Mall with friends Neil & Jodi.",1
"Came over from wunderlist, and i was not happy with the changes, i have sync errors all the time, my lists are doubbled up(the ones i had shared with others) and when i add a new task to any list they go to the bottom at the list so i have to manualy drag them uppwards. AND IF I CHANGE IT SO THAT IT GOES TO THE TOP OF THE LIST, THE APP WONT LET YOU DRAG/ORGANISE THE LIST! THIS APP IS JUST BUGS BUGS AND GLITCHES So in short, make it MORE like wunderlist. But ""OK"" App otherwise",0
"I sent email to the developer (there's only one!) and they solved everything within minutes. Great app, helps with tasks and even small silly works. It is improving quickly and is getting better every time",2
 #MusicMonday I agree it`s just an excuse for me to tweet music for hours on end,0
coming back drom camp!!! there was no cell fone reception =0 so im so happy were back in QLD and a little bit tired,2
" i know right, that`s so weak  but the g1 seems most like the sk i think. latonya is lamesauce, just call her that from now on",0
" Nako! Umuulan pa naman!  Anyway, enjoy the bike rides!",2
"the day after.... I`m not sick but a little tierd...a bit to much to drink, but I had fun!",1
 Ahhhh....  The the wonderful 8-Track adaptor.,2
This will meet many people's needs. Best multi-platform apps. Best location reminders. Easy to use. I would like start dates and others have requested them for years but Todoist refuses to add them. Down a star for that. The offer a work-around but it's not convenient.,2
Feeling pretty good this morning! Lets hope it lasts through the day,2
"I granted this app full access to my google calendar, but none of my events show up in the diagram. It remains completely empty except for national holidays (like National Tartan Day on April 6th. Yay!) I've given this two stars instead of one because this •could• be awesome. The design is great.",0
The 'Catch Me If You Can' DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.,2
_RedBone stop that babe u makin me feel very bad now! :/,0
Lovely hubby has just spray tanned the back of my legs for me so hopefully won`t look like an allsort for much longer!!,2
I`m always the last one in the office....especially on Friday,1
never part of these follow fridays,1
"Its actually improved how I do things, and caused me to be more active, I love this app!",2
 _yeah thanks for that you pair of gits  (hope it`s mega- like the bus!),2
 You are extremely clever my dear.,2
doing the awful online portuguese test!,0
After a week my tasks never showed up. Completely stopped working 👍,0
Initially app was working nicely but now since last 15 days its not working at all i tried its not opening at all i tried uninstalling and then restalling but same problem app is not opening at all,0
time for work,1
I wish there was a task manager. Only reason for 1 star drop. Otherwise this app is working great for me.,2
 got the txt - holla when ya need me,1
i love you twitskies,2
"trying to decide what to do tonight. Study Chem or write the night away. The night`s still young, perhaps I`ll do both",1
The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,2
WH Correspondant`s Dinner Rocked! Wanda Sykes was hilarious and Obama wasn`t too bad  Happy Mother`s Day to all the mom`s out there......,2
aleesha`s piggy died  she can`t catch a **** break man,0
"I love BC1 and BTasks, but am disappointed that BC2 will not bring my tasks from BT and the new integrated BT syncs only to Google tasks but no longer my Toodle-Do account. Deal breaker for me!  Why would you break the functionality with your own BTasks app???",1
It doesn't reset or set you reminders but it helps,1
"getting ready for school.. reading what`s going on on set in Montepulciano, and practically crying cause i`m not there",0
http://twitpic.com/4jfkw - AFC! Oh yess,2
"Great to-do app that does everything you want, also syncs perfectly with planner for Elementary OS.",2
you know what`s today? no? it`s the Star Wars day you ****!,1
 still sad about Samantha Who?,0
Ugh I don`t feel well again all of a sudden,0
just woke up...dont want to go into work at 4,0
 The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,2
I love the app but a possibility to put in task progress (0-100%) would be great! In the updated version when I select the filter 'view all' on my widget the subcategories are gone... And now all tasks are only ordered by priority without regard for category. That is very very confusing!! Please bring the categories back!! Or at least an option to show them again.,1
I really enjoyed the experience of using this app i like it but it doesn't work offline so I can't use it properly so please make it offline or at least se fundamental features.,1
you can`t please everybody.  http://plurk.com/p/x32rz,1
_ENVY how come you dont think you did good?!,1
missing  on his birthday,0
r u still there? ? I guess not    i want to talk to you,1
 ur really the sweetest person ever! thanks for making everyone`s dreams come true..(p.s) my dream is for u 2twitter me back  x,2
RT @jquery: The Ultimate jQuery List - http://jquerylist.com/,1
"Helps me stop touching my phone It helps me stop touching my phone. However, there is not much thrill in planting the tree. You cannot select where the tree is going to grow, and eventhough there are number of other trees, it cost so much and earn so little from planting it makes it so boring. It can get quite dissapointing",1
I want to wish all the Mommy`s a happy mothers day!,2
" -- No fair, I want a sticker but I just moved away from London",0
 Oh noes!! Melted ice cream = do not want.,0
_Cullen oh really!!! i`ve already put all the pics up!! sorry!!   http://twitpic.com/61oj0,0
_kearley That`s Twitter for you.,1
is never around for the sl100 quiz   I want water park tickets waaaa,1
"waiting for aaron to get into town, and then leave him for work. booo",0
" Without whipped topping, there is no shortcake.   #shortcakefail",0
@_mamalaura night! So cute that K loves frogs  http://myloc.me/FI0,2
Miley Cyrus = great actress,2
Hmm I guess where the world is headed 2day....Lets make predictions,1
 haha no kidding... I listen to them all day long bud,2
 'stunningly beautiful' and 'new piece' don`t usually go together. Wish I could go,1
TimeTune is a great app too keep up with dailu routines. It has many useful options and it's overall great.,2
"wish I was feeling better...I`ve been holding a potential cold at bay for a few days now & I think it is winning...aches, cough",1
" Reminders are good! Speaking of which, we haven`t had a Posture Check in awhile.....",2
" Their inability to manage money, tough job market, and they`re getting behind on bills. This is why no savings is bad",0
Приложение поиграться на неделю максимум. Геймификация очень слабая. Покупать платную версию не рекомендую,1
 Congrats to Howie! I hope you bring little James to germany soon  Wish you all the best for your family!,2
"Getting somewhere with my first 'real' KiokuDB and catalyst app, yay",1
"Very good app, but It would be nice if you add lasting tasks, for an example a task that starts at 14:00 and finishes at 15:00 I hope you understood me :P",2
"I feel bad over everything..  How can I be so stupid? Why was I so harsh? Its my fault, I know it. I`m sorry SaVvy, love you guys<3",0
" thank you for accepting my request!! must take care of my little girl, maybe i write back later",2
My favourite photo (that I took) from last night: http://tinyurl.com/oto5sz can`t wait to see `s pics,2
Happy Sammy is going 2 here 2morrow!! But unfortunatly I`m not gone be able 2 go 2 the club he performing @,1
good weekend,2
If EVERYONE constantly retweeted that it would make it!,1
My last day with my favorite teacher.....im quite sad,0
We`ll write a song that turns out the lights <3,1
On my way to school!,1
"It is very very easy use and after spending hours longing a to do list app , i can say this is the best app i have ever used. Download it and install it i promise you will not regret it",2
Goodnight world and all who inhabit it!,2
 I considered being a nurse when I was younger but I really don`t think I could cope if a baby died,0
getting ready to go to IKEA. All alone cuz no one will go with me,0
what a bummer that tomorrow is friday again!,0
yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk,1
"Unable to import Wunderlist data, says nothing to import...",0
"Tells me it can't import all my data and to retry. But when I retry, it tells me everything is up to date and there's nothing to import! Of course the one list that's missing is the only one that's important... I'll be trying another app, thanks but no thanks.",0
" Not really, injured so can`t do much exercise. The KG`s are coming on already. Also still looking to rent some place!!  Fun times!",2
 still not 100%    im sick of being sick!,0
is back from a weekend get away,1
 Thank you Jon!  That`s very sweet.,2
Nothing like Charley Biggs Chicken @ 7:53AM,1
Listen to Back Around by  ...love this song. Meet  tomorrow ^.^ But we canï¿½t go swimming  Sorry,1
  Please don`t get me watching BB too,1
 Yes! You do!,2
watching chicago.  honeyyyy im with you I miss me some hey arnold! and wild thornberrys,0
http://twitpic.com/4jax3 - Update Ableton Live,1
#at&amp;t is complete fail.,0
_anke What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!,1
Design galore! Yayyyyyyy  progress beyond my imagination. Now...to get my flattie to sort out the Internet to send orders out!,2
Looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.,0
Having a pj dayy.....Doesnt happen veryy often,1
_ I don`t see how there could possibly be another choice.,0
"love it , simple to use",1
 sorry about that,0
 oh my... now im offended.  ha,0
painting,1
"I like how the app has options to write notes/journals for each day. It gives you the option to reflect on how you stuck to your habits. Most other apps don't have this feature. That said, I'm rating the app two stars because the notifications don't work for me. I have set times for reminders throughout the day, but the app sends me random notifications (reminders) when I don't want them. And on other days, no notifications at all. No app updates from the developer in over a year either.",0
i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,1
"I miss my dog  r.i.p.Batman... Yeah, Batman (I really hope `all dogs go to heaven` is true)",0
 sounds like you all had a great night . i`m glad it was successful,2
" hah yeah, its that bad, not gonna lie. :o Have fun",0
 Outlook not so good,0
back to work tomorrow  whose idea was it to go back on a saturday?!? Oh wait... that would be mine. FAIL.,0
Like it. Colors. Change order. Multiple list. Completing date.,2
Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,1
Terrible! I transferred all my lists from Google to this app do they would all be in one place and they didn't save! So beyond frustrating.,0
