Country,ISO3 Code,Date,Price (EUR/MWhe)
Switzerland,CHE,2015-02-28,48.52
Austria,AUT,2015-03-01,11.01
Belgium,BEL,2015-03-01,30.02
Czechia,CZE,2015-03-01,11.84
Denmark,DNK,2015-03-01,14.99
Estonia,EST,2015-03-01,22.33
Finland,FIN,2015-03-01,22.33
France,FRA,2015-03-01,26.59
Germany,DEU,2015-03-01,11.01
Greece,GRC,2015-03-01,50.75
Hungary,HUN,2015-03-01,39.78
Italy,ITA,2015-03-01,47.15
Latvia,LVA,2015-03-01,29.43
Lithuania,LTU,2015-03-01,29.43
Luxembourg,LUX,2015-03-01,11.01
Netherlands,NLD,2015-03-01,30.02
Norway,NOR,2015-03-01,23.37
Poland,POL,2015-03-01,27.75
Portugal,PRT,2015-03-01,25.33
Romania,ROU,2015-03-01,37.09
Slovakia,SVK,2015-03-01,11.84
Slovenia,SVN,2015-03-01,30.75
Spain,ESP,2015-03-01,25.16
Sweden,SWE,2015-03-01,22.33
Switzerland,CHE,2015-03-01,31.35
Austria,AUT,2015-03-02,26.57
Belgium,BEL,2015-03-02,48.2
Czechia,CZE,2015-03-02,26.89
Denmark,DNK,2015-03-02,25.24
Estonia,EST,2015-03-02,30.01
Finland,FIN,2015-03-02,29.97
France,FRA,2015-03-02,45.54
Germany,DEU,2015-03-02,26.57
Greece,GRC,2015-03-02,50.09
Hungary,HUN,2015-03-02,42.08
Italy,ITA,2015-03-02,47.02
Latvia,LVA,2015-03-02,37.56
Lithuania,LTU,2015-03-02,37.56
Luxembourg,LUX,2015-03-02,26.57
Netherlands,NLD,2015-03-02,48.09
Norway,NOR,2015-03-02,25.27
Poland,POL,2015-03-02,33.58
Portugal,PRT,2015-03-02,44.11
Romania,ROU,2015-03-02,42.05
Slovakia,SVK,2015-03-02,26.89
Slovenia,SVN,2015-03-02,45.64
Spain,ESP,2015-03-02,44.11
Sweden,SWE,2015-03-02,25.24
Switzerland,CHE,2015-03-02,48.47
Austria,AUT,2015-03-03,27.61
Belgium,BEL,2015-03-03,51.2
Czechia,CZE,2015-03-03,28.63
Denmark,DNK,2015-03-03,25.62
Estonia,EST,2015-03-03,32.75
Finland,FIN,2015-03-03,32.79
France,FRA,2015-03-03,51.2
Germany,DEU,2015-03-03,27.61
Greece,GRC,2015-03-03,53.39
Hungary,HUN,2015-03-03,41.81
Italy,ITA,2015-03-03,56.48
Latvia,LVA,2015-03-03,35.11
Lithuania,LTU,2015-03-03,35.11
Luxembourg,LUX,2015-03-03,27.61
Netherlands,NLD,2015-03-03,49.6
Norway,NOR,2015-03-03,25.62
Poland,POL,2015-03-03,33.11
Portugal,PRT,2015-03-03,54.22
Romania,ROU,2015-03-03,37.24
Slovakia,SVK,2015-03-03,28.63
Slovenia,SVN,2015-03-03,34.01
Spain,ESP,2015-03-03,54.22
Sweden,SWE,2015-03-03,25.63
Switzerland,CHE,2015-03-03,51.53
Austria,AUT,2015-03-04,26.21
Belgium,BEL,2015-03-04,47.59
Czechia,CZE,2015-03-04,28.92
Denmark,DNK,2015-03-04,26.41
Estonia,EST,2015-03-04,33.9
Finland,FIN,2015-03-04,33.9
France,FRA,2015-03-04,47.59
Germany,DEU,2015-03-04,26.21
Greece,GRC,2015-03-04,52.13
Hungary,HUN,2015-03-04,43.1
Italy,ITA,2015-03-04,53.23
Latvia,LVA,2015-03-04,37.58
Lithuania,LTU,2015-03-04,37.58
Luxembourg,LUX,2015-03-04,26.21
Netherlands,NLD,2015-03-04,44.22
Norway,NOR,2015-03-04,26.39
Poland,POL,2015-03-04,34.54
Portugal,PRT,2015-03-04,33.99
Romania,ROU,2015-03-04,42.63
Slovakia,SVK,2015-03-04,28.92
Slovenia,SVN,2015-03-04,43.92
Spain,ESP,2015-03-04,33.99
Sweden,SWE,2015-03-04,26.41
Switzerland,CHE,2015-03-04,51.34
Austria,AUT,2015-03-05,36.6
Belgium,BEL,2015-03-05,49.56
Czechia,CZE,2015-03-05,37.15
Denmark,DNK,2015-03-05,32.09
Estonia,EST,2015-03-05,35.94
Finland,FIN,2015-03-05,35.94
France,FRA,2015-03-05,49.46
Germany,DEU,2015-03-05,36.6
Greece,GRC,2015-03-05,52.92
Hungary,HUN,2015-03-05,40.18
Italy,ITA,2015-03-05,51.35
Latvia,LVA,2015-03-05,37.12
Lithuania,LTU,2015-03-05,37.12
Luxembourg,LUX,2015-03-05,36.6
Netherlands,NLD,2015-03-05,48.45
Norway,NOR,2015-03-05,27.4
Poland,POL,2015-03-05,41.26
Portugal,PRT,2015-03-05,27.46
Romania,ROU,2015-03-05,35.97
Slovakia,SVK,2015-03-05,37.15
Slovenia,SVN,2015-03-05,42.89
Spain,ESP,2015-03-05,27.46
Sweden,SWE,2015-03-05,30.41
Switzerland,CHE,2015-03-05,50.97
Austria,AUT,2015-03-06,40.09
Belgium,BEL,2015-03-06,50.36
Czechia,CZE,2015-03-06,37.2
Denmark,DNK,2015-03-06,27.34
Estonia,EST,2015-03-06,31.44
Finland,FIN,2015-03-06,31.44
France,FRA,2015-03-06,50.36
Germany,DEU,2015-03-06,40.09
Greece,GRC,2015-03-06,56.54
Hungary,HUN,2015-03-06,38.66
Italy,ITA,2015-03-06,49.37
Latvia,LVA,2015-03-06,31.86
Lithuania,LTU,2015-03-06,31.86
Luxembourg,LUX,2015-03-06,40.09
Netherlands,NLD,2015-03-06,49.3
Norway,NOR,2015-03-06,26.03
Poland,POL,2015-03-06,38.75
Portugal,PRT,2015-03-06,48.23
Romania,ROU,2015-03-06,26.82
Slovakia,SVK,2015-03-06,37.2
Slovenia,SVN,2015-03-06,44.3
Spain,ESP,2015-03-06,48.24
Sweden,SWE,2015-03-06,27.51
Switzerland,CHE,2015-03-06,50.49
Austria,AUT,2015-03-07,28.0
Belgium,BEL,2015-03-07,40.87
Czechia,CZE,2015-03-07,25.19
Denmark,DNK,2015-03-07,22.38
Estonia,EST,2015-03-07,23.48
Finland,FIN,2015-03-07,22.44
France,FRA,2015-03-07,40.85
Germany,DEU,2015-03-07,28.0
Greece,GRC,2015-03-07,58.94
Hungary,HUN,2015-03-07,28.32
Italy,ITA,2015-03-07,43.21
Latvia,LVA,2015-03-07,24.12
Lithuania,LTU,2015-03-07,24.12
Luxembourg,LUX,2015-03-07,28.0
Netherlands,NLD,2015-03-07,39.33
Norway,NOR,2015-03-07,22.44
Poland,POL,2015-03-07,30.17
Portugal,PRT,2015-03-07,45.58
Romania,ROU,2015-03-07,10.77
Slovakia,SVK,2015-03-07,25.19
Slovenia,SVN,2015-03-07,24.14
Spain,ESP,2015-03-07,45.58
Sweden,SWE,2015-03-07,22.44
Switzerland,CHE,2015-03-07,40.82
Austria,AUT,2015-03-08,22.82
Belgium,BEL,2015-03-08,34.52
Czechia,CZE,2015-03-08,19.2
Denmark,DNK,2015-03-08,21.04
Estonia,EST,2015-03-08,21.37
Finland,FIN,2015-03-08,21.37
France,FRA,2015-03-08,30.48
Germany,DEU,2015-03-08,22.82
Greece,GRC,2015-03-08,47.32
Hungary,HUN,2015-03-08,20.05
Italy,ITA,2015-03-08,45.49
Latvia,LVA,2015-03-08,21.37
Lithuania,LTU,2015-03-08,21.37
Luxembourg,LUX,2015-03-08,22.82
Netherlands,NLD,2015-03-08,34.59
Norway,NOR,2015-03-08,21.48
Poland,POL,2015-03-08,30.01
Portugal,PRT,2015-03-08,37.11
Romania,ROU,2015-03-08,13.58
Slovakia,SVK,2015-03-08,19.2
Slovenia,SVN,2015-03-08,23.45
Spain,ESP,2015-03-08,37.11
Sweden,SWE,2015-03-08,21.37
Switzerland,CHE,2015-03-08,28.44
Austria,AUT,2015-03-09,39.09
Belgium,BEL,2015-03-09,44.91
Czechia,CZE,2015-03-09,35.94
Denmark,DNK,2015-03-09,31.75
Estonia,EST,2015-03-09,33.64
Finland,FIN,2015-03-09,25.45
France,FRA,2015-03-09,44.71
Germany,DEU,2015-03-09,39.09
Greece,GRC,2015-03-09,56.97
Hungary,HUN,2015-03-09,39.45
Italy,ITA,2015-03-09,50.35
Latvia,LVA,2015-03-09,35.14
Lithuania,LTU,2015-03-09,35.14
Luxembourg,LUX,2015-03-09,39.09
Netherlands,NLD,2015-03-09,44.25
Norway,NOR,2015-03-09,25.23
Poland,POL,2015-03-09,36.64
Portugal,PRT,2015-03-09,46.71
Romania,ROU,2015-03-09,36.72
Slovakia,SVK,2015-03-09,35.94
Slovenia,SVN,2015-03-09,44.06
Spain,ESP,2015-03-09,46.71
Sweden,SWE,2015-03-09,26.72
Switzerland,CHE,2015-03-09,47.68
Austria,AUT,2015-03-10,37.77
Belgium,BEL,2015-03-10,47.17
Czechia,CZE,2015-03-10,36.73
Denmark,DNK,2015-03-10,24.34
Estonia,EST,2015-03-10,32.83
Finland,FIN,2015-03-10,32.48
France,FRA,2015-03-10,47.17
Germany,DEU,2015-03-10,37.77
Greece,GRC,2015-03-10,64.5
Hungary,HUN,2015-03-10,42.58
Italy,ITA,2015-03-10,53.63
Latvia,LVA,2015-03-10,34.17
Lithuania,LTU,2015-03-10,34.17
Luxembourg,LUX,2015-03-10,37.77
Netherlands,NLD,2015-03-10,43.58
Norway,NOR,2015-03-10,24.36
Poland,POL,2015-03-10,35.78
Portugal,PRT,2015-03-10,53.5
Romania,ROU,2015-03-10,42.56
Slovakia,SVK,2015-03-10,36.73
Slovenia,SVN,2015-03-10,47.42
Spain,ESP,2015-03-10,53.5
Sweden,SWE,2015-03-10,24.34
Switzerland,CHE,2015-03-10,47.89
Austria,AUT,2015-03-11,34.96
Belgium,BEL,2015-03-11,46.21
Czechia,CZE,2015-03-11,35.06
Denmark,DNK,2015-03-11,30.55
Estonia,EST,2015-03-11,32.58
Finland,FIN,2015-03-11,32.57
France,FRA,2015-03-11,46.08
Germany,DEU,2015-03-11,34.96
Greece,GRC,2015-03-11,68.52
Hungary,HUN,2015-03-11,42.2
Italy,ITA,2015-03-11,51.81
Latvia,LVA,2015-03-11,33.14
Lithuania,LTU,2015-03-11,33.14
Luxembourg,LUX,2015-03-11,34.96
Netherlands,NLD,2015-03-11,46.21
Norway,NOR,2015-03-11,25.24
Poland,POL,2015-03-11,36.43
Portugal,PRT,2015-03-11,48.5
Romania,ROU,2015-03-11,42.17
Slovakia,SVK,2015-03-11,35.06
Slovenia,SVN,2015-03-11,41.08
Spain,ESP,2015-03-11,48.5
Sweden,SWE,2015-03-11,27.65
Switzerland,CHE,2015-03-11,46.89
Austria,AUT,2015-03-12,39.37
Belgium,BEL,2015-03-12,45.43
Czechia,CZE,2015-03-12,37.02
Denmark,DNK,2015-03-12,33.89
Estonia,EST,2015-03-12,34.38
Finland,FIN,2015-03-12,34.38
France,FRA,2015-03-12,44.99
Germany,DEU,2015-03-12,39.37
Greece,GRC,2015-03-12,62.96
Hungary,HUN,2015-03-12,41.58
Italy,ITA,2015-03-12,46.24
Latvia,LVA,2015-03-12,35.07
Lithuania,LTU,2015-03-12,35.07
Luxembourg,LUX,2015-03-12,39.37
Netherlands,NLD,2015-03-12,45.43
Norway,NOR,2015-03-12,25.76
Poland,POL,2015-03-12,36.24
Portugal,PRT,2015-03-12,46.2
Romania,ROU,2015-03-12,41.57
Slovakia,SVK,2015-03-12,37.02
Slovenia,SVN,2015-03-12,48.75
Spain,ESP,2015-03-12,46.2
Sweden,SWE,2015-03-12,32.26
Switzerland,CHE,2015-03-12,47.45
Austria,AUT,2015-03-13,36.8
Belgium,BEL,2015-03-13,45.79
Czechia,CZE,2015-03-13,37.66
Denmark,DNK,2015-03-13,26.47
Estonia,EST,2015-03-13,32.53
Finland,FIN,2015-03-13,32.53
France,FRA,2015-03-13,44.61
Germany,DEU,2015-03-13,36.8
Greece,GRC,2015-03-13,54.37
Hungary,HUN,2015-03-13,37.96
Italy,ITA,2015-03-13,48.76
Latvia,LVA,2015-03-13,32.82
Lithuania,LTU,2015-03-13,32.82
Luxembourg,LUX,2015-03-13,36.8
Netherlands,NLD,2015-03-13,45.79
Norway,NOR,2015-03-13,25.26
Poland,POL,2015-03-13,34.21
Portugal,PRT,2015-03-13,42.05
Romania,ROU,2015-03-13,38.01
Slovakia,SVK,2015-03-13,37.66
Slovenia,SVN,2015-03-13,38.15
Spain,ESP,2015-03-13,42.05
Sweden,SWE,2015-03-13,26.24
Switzerland,CHE,2015-03-13,46.09
Austria,AUT,2015-03-14,31.99
Belgium,BEL,2015-03-14,43.82
Czechia,CZE,2015-03-14,30.07
Denmark,DNK,2015-03-14,24.26
Estonia,EST,2015-03-14,26.06
Finland,FIN,2015-03-14,25.63
France,FRA,2015-03-14,40.84
Germany,DEU,2015-03-14,31.99
Greece,GRC,2015-03-14,58.84
Hungary,HUN,2015-03-14,33.64
Italy,ITA,2015-03-14,51.76
Latvia,LVA,2015-03-14,26.06
Lithuania,LTU,2015-03-14,26.06
Luxembourg,LUX,2015-03-14,31.99
Netherlands,NLD,2015-03-14,43.82
Norway,NOR,2015-03-14,24.39
Poland,POL,2015-03-14,30.12
Portugal,PRT,2015-03-14,40.76
Romania,ROU,2015-03-14,32.68
Slovakia,SVK,2015-03-14,30.07
Slovenia,SVN,2015-03-14,39.56
Spain,ESP,2015-03-14,40.76
Sweden,SWE,2015-03-14,24.26
Switzerland,CHE,2015-03-14,39.18
Austria,AUT,2015-03-15,27.19
Belgium,BEL,2015-03-15,41.97
Czechia,CZE,2015-03-15,20.43
Denmark,DNK,2015-03-15,23.99
Estonia,EST,2015-03-15,24.63
Finland,FIN,2015-03-15,24.11
France,FRA,2015-03-15,39.17
Germany,DEU,2015-03-15,27.19
Greece,GRC,2015-03-15,53.52
Hungary,HUN,2015-03-15,22.3
Italy,ITA,2015-03-15,50.18
Latvia,LVA,2015-03-15,25.11
Lithuania,LTU,2015-03-15,25.11
Luxembourg,LUX,2015-03-15,27.19
Netherlands,NLD,2015-03-15,41.44
Norway,NOR,2015-03-15,24.26
Poland,POL,2015-03-15,25.97
Portugal,PRT,2015-03-15,41.55
Romania,ROU,2015-03-15,13.18
Slovakia,SVK,2015-03-15,20.43
Slovenia,SVN,2015-03-15,19.81
Spain,ESP,2015-03-15,41.55
Sweden,SWE,2015-03-15,23.99
Switzerland,CHE,2015-03-15,33.63
Austria,AUT,2015-03-16,30.86
Belgium,BEL,2015-03-16,54.08
Czechia,CZE,2015-03-16,30.4
Denmark,DNK,2015-03-16,24.41
Estonia,EST,2015-03-16,33.48
Finland,FIN,2015-03-16,33.48
France,FRA,2015-03-16,54.08
Germany,DEU,2015-03-16,30.86
Greece,GRC,2015-03-16,46.95
Hungary,HUN,2015-03-16,35.38
Italy,ITA,2015-03-16,55.28
Latvia,LVA,2015-03-16,36.77
Lithuania,LTU,2015-03-16,36.77
Luxembourg,LUX,2015-03-16,30.86
Netherlands,NLD,2015-03-16,44.08
Norway,NOR,2015-03-16,24.41
Poland,POL,2015-03-16,29.82
Portugal,PRT,2015-03-16,54.13
Romania,ROU,2015-03-16,34.0
Slovakia,SVK,2015-03-16,30.4
Slovenia,SVN,2015-03-16,44.59
Spain,ESP,2015-03-16,54.13
Sweden,SWE,2015-03-16,24.45
Switzerland,CHE,2015-03-16,51.49
Austria,AUT,2015-03-17,32.12
Belgium,BEL,2015-03-17,47.74
Czechia,CZE,2015-03-17,33.74
Denmark,DNK,2015-03-17,25.25
Estonia,EST,2015-03-17,31.24
Finland,FIN,2015-03-17,31.24
France,FRA,2015-03-17,47.52
Germany,DEU,2015-03-17,32.12
Greece,GRC,2015-03-17,55.68
Hungary,HUN,2015-03-17,36.66
Italy,ITA,2015-03-17,53.43
Latvia,LVA,2015-03-17,33.8
Lithuania,LTU,2015-03-17,33.8
Luxembourg,LUX,2015-03-17,32.12
Netherlands,NLD,2015-03-17,44.44
Norway,NOR,2015-03-17,24.9
Poland,POL,2015-03-17,31.87
Portugal,PRT,2015-03-17,46.43
Romania,ROU,2015-03-17,34.33
Slovakia,SVK,2015-03-17,33.74
Slovenia,SVN,2015-03-17,34.78
Spain,ESP,2015-03-17,46.43
Sweden,SWE,2015-03-17,25.29
Switzerland,CHE,2015-03-17,51.01
Austria,AUT,2015-03-18,36.51
Belgium,BEL,2015-03-18,45.28
Czechia,CZE,2015-03-18,35.14
Denmark,DNK,2015-03-18,35.06
Estonia,EST,2015-03-18,34.3
Finland,FIN,2015-03-18,28.94
France,FRA,2015-03-18,45.12
Germany,DEU,2015-03-18,36.51
Greece,GRC,2015-03-18,52.83
Hungary,HUN,2015-03-18,35.8
Italy,ITA,2015-03-18,52.57
Latvia,LVA,2015-03-18,35.35
Lithuania,LTU,2015-03-18,35.35
Luxembourg,LUX,2015-03-18,36.51
Netherlands,NLD,2015-03-18,41.24
Norway,NOR,2015-03-18,25.78
Poland,POL,2015-03-18,35.51
Portugal,PRT,2015-03-18,46.35
Romania,ROU,2015-03-18,34.31
Slovakia,SVK,2015-03-18,35.14
Slovenia,SVN,2015-03-18,32.61
Spain,ESP,2015-03-18,46.35
Sweden,SWE,2015-03-18,27.75
Switzerland,CHE,2015-03-18,48.51
Austria,AUT,2015-03-19,37.35
Belgium,BEL,2015-03-19,46.37
Czechia,CZE,2015-03-19,38.88
Denmark,DNK,2015-03-19,33.92
Estonia,EST,2015-03-19,30.72
Finland,FIN,2015-03-19,27.77
France,FRA,2015-03-19,42.25
Germany,DEU,2015-03-19,37.35
Greece,GRC,2015-03-19,57.38
Hungary,HUN,2015-03-19,42.0
Italy,ITA,2015-03-19,50.16
Latvia,LVA,2015-03-19,31.67
Lithuania,LTU,2015-03-19,31.67
Luxembourg,LUX,2015-03-19,37.35
Netherlands,NLD,2015-03-19,42.8
Norway,NOR,2015-03-19,25.7
Poland,POL,2015-03-19,36.4
Portugal,PRT,2015-03-19,38.52
Romania,ROU,2015-03-19,41.89
Slovakia,SVK,2015-03-19,38.88
Slovenia,SVN,2015-03-19,42.76
Spain,ESP,2015-03-19,38.52
Sweden,SWE,2015-03-19,27.04
Switzerland,CHE,2015-03-19,47.4
Austria,AUT,2015-03-20,35.3
Belgium,BEL,2015-03-20,43.74
Czechia,CZE,2015-03-20,35.99
Denmark,DNK,2015-03-20,30.56
Estonia,EST,2015-03-20,30.88
Finland,FIN,2015-03-20,30.88
France,FRA,2015-03-20,40.84
Germany,DEU,2015-03-20,35.3
Greece,GRC,2015-03-20,58.91
Hungary,HUN,2015-03-20,36.53
Italy,ITA,2015-03-20,61.81
Latvia,LVA,2015-03-20,33.97
Lithuania,LTU,2015-03-20,33.97
Luxembourg,LUX,2015-03-20,35.3
Netherlands,NLD,2015-03-20,42.79
Norway,NOR,2015-03-20,25.8
Poland,POL,2015-03-20,37.48
Portugal,PRT,2015-03-20,39.55
Romania,ROU,2015-03-20,35.71
Slovakia,SVK,2015-03-20,35.99
Slovenia,SVN,2015-03-20,38.76
Spain,ESP,2015-03-20,39.53
Sweden,SWE,2015-03-20,28.82
Switzerland,CHE,2015-03-20,40.06
Austria,AUT,2015-03-21,30.47
Belgium,BEL,2015-03-21,44.37
Czechia,CZE,2015-03-21,29.43
Denmark,DNK,2015-03-21,24.19
Estonia,EST,2015-03-21,24.3
Finland,FIN,2015-03-21,24.3
France,FRA,2015-03-21,44.37
Germany,DEU,2015-03-21,30.47
Greece,GRC,2015-03-21,54.63
Hungary,HUN,2015-03-21,32.84
Italy,ITA,2015-03-21,47.57
Latvia,LVA,2015-03-21,28.27
Lithuania,LTU,2015-03-21,28.27
Luxembourg,LUX,2015-03-21,30.47
Netherlands,NLD,2015-03-21,33.77
Norway,NOR,2015-03-21,24.21
Poland,POL,2015-03-21,31.59
Portugal,PRT,2015-03-21,43.16
Romania,ROU,2015-03-21,30.27
Slovakia,SVK,2015-03-21,29.43
Slovenia,SVN,2015-03-21,27.48
Spain,ESP,2015-03-21,43.16
Sweden,SWE,2015-03-21,24.28
Switzerland,CHE,2015-03-21,38.15
Austria,AUT,2015-03-22,26.33
Belgium,BEL,2015-03-22,34.13
Czechia,CZE,2015-03-22,27.34
Denmark,DNK,2015-03-22,24.19
Estonia,EST,2015-03-22,24.37
Finland,FIN,2015-03-22,24.37
France,FRA,2015-03-22,32.14
Germany,DEU,2015-03-22,26.33
Greece,GRC,2015-03-22,48.96
Hungary,HUN,2015-03-22,27.87
Italy,ITA,2015-03-22,47.92
Latvia,LVA,2015-03-22,33.39
Lithuania,LTU,2015-03-22,33.39
Luxembourg,LUX,2015-03-22,26.33
Netherlands,NLD,2015-03-22,32.49
Norway,NOR,2015-03-22,24.31
Poland,POL,2015-03-22,28.18
Portugal,PRT,2015-03-22,40.89
Romania,ROU,2015-03-22,26.01
Slovakia,SVK,2015-03-22,27.34
Slovenia,SVN,2015-03-22,26.14
Spain,ESP,2015-03-22,40.89
Sweden,SWE,2015-03-22,24.37
Switzerland,CHE,2015-03-22,33.49
Austria,AUT,2015-03-23,41.37
Belgium,BEL,2015-03-23,54.65
Czechia,CZE,2015-03-23,36.09
Denmark,DNK,2015-03-23,25.16
Estonia,EST,2015-03-23,31.76
Finland,FIN,2015-03-23,31.76
France,FRA,2015-03-23,52.87
Germany,DEU,2015-03-23,41.37
Greece,GRC,2015-03-23,61.37
Hungary,HUN,2015-03-23,45.88
Italy,ITA,2015-03-23,54.76
Latvia,LVA,2015-03-23,32.03
Lithuania,LTU,2015-03-23,32.03
Luxembourg,LUX,2015-03-23,41.37
Netherlands,NLD,2015-03-23,43.16
Norway,NOR,2015-03-23,24.88
Poland,POL,2015-03-23,34.39
Portugal,PRT,2015-03-23,52.65
Romania,ROU,2015-03-23,36.1
Slovakia,SVK,2015-03-23,36.09
Slovenia,SVN,2015-03-23,47.91
Spain,ESP,2015-03-23,52.65
Sweden,SWE,2015-03-23,24.96
Switzerland,CHE,2015-03-23,51.55
Austria,AUT,2015-03-24,48.2
Belgium,BEL,2015-03-24,105.01
Czechia,CZE,2015-03-24,41.15
Denmark,DNK,2015-03-24,41.24
Estonia,EST,2015-03-24,32.07
Finland,FIN,2015-03-24,31.27
France,FRA,2015-03-24,56.6
Germany,DEU,2015-03-24,48.2
Greece,GRC,2015-03-24,64.56
Hungary,HUN,2015-03-24,42.77
Italy,ITA,2015-03-24,57.06
Latvia,LVA,2015-03-24,32.07
Lithuania,LTU,2015-03-24,32.07
Luxembourg,LUX,2015-03-24,48.2
Netherlands,NLD,2015-03-24,48.36
Norway,NOR,2015-03-24,25.92
Poland,POL,2015-03-24,36.14
Portugal,PRT,2015-03-24,46.18
Romania,ROU,2015-03-24,37.2
Slovakia,SVK,2015-03-24,41.15
Slovenia,SVN,2015-03-24,42.28
Spain,ESP,2015-03-24,46.18
Sweden,SWE,2015-03-24,29.12
Switzerland,CHE,2015-03-24,54.29
Austria,AUT,2015-03-25,39.3
Belgium,BEL,2015-03-25,57.04
Czechia,CZE,2015-03-25,36.62
Denmark,DNK,2015-03-25,27.16
Estonia,EST,2015-03-25,33.09
Finland,FIN,2015-03-25,33.18
France,FRA,2015-03-25,57.02
Germany,DEU,2015-03-25,39.3
Greece,GRC,2015-03-25,53.29
Hungary,HUN,2015-03-25,39.45
Italy,ITA,2015-03-25,56.95
Latvia,LVA,2015-03-25,33.21
Lithuania,LTU,2015-03-25,33.21
Luxembourg,LUX,2015-03-25,39.3
Netherlands,NLD,2015-03-25,42.86
Norway,NOR,2015-03-25,25.73
Poland,POL,2015-03-25,35.34
Portugal,PRT,2015-03-25,42.63
Romania,ROU,2015-03-25,26.7
Slovakia,SVK,2015-03-25,36.62
Slovenia,SVN,2015-03-25,43.78
Spain,ESP,2015-03-25,42.63
Sweden,SWE,2015-03-25,26.98
Switzerland,CHE,2015-03-25,57.13
Austria,AUT,2015-03-26,40.83
Belgium,BEL,2015-03-26,51.25
Czechia,CZE,2015-03-26,40.28
Denmark,DNK,2015-03-26,30.28
Estonia,EST,2015-03-26,29.68
Finland,FIN,2015-03-26,29.59
France,FRA,2015-03-26,50.35
Germany,DEU,2015-03-26,40.83
Greece,GRC,2015-03-26,61.38
Hungary,HUN,2015-03-26,40.62
Italy,ITA,2015-03-26,54.12
Latvia,LVA,2015-03-26,29.68
Lithuania,LTU,2015-03-26,29.68
Luxembourg,LUX,2015-03-26,40.83
Netherlands,NLD,2015-03-26,42.75
Norway,NOR,2015-03-26,25.53
Poland,POL,2015-03-26,34.87
Portugal,PRT,2015-03-26,45.28
Romania,ROU,2015-03-26,37.05
Slovakia,SVK,2015-03-26,40.28
Slovenia,SVN,2015-03-26,42.94
Spain,ESP,2015-03-26,45.0
Sweden,SWE,2015-03-26,25.84
Switzerland,CHE,2015-03-26,53.73
Austria,AUT,2015-03-27,33.6
Belgium,BEL,2015-03-27,51.85
Czechia,CZE,2015-03-27,34.29
Denmark,DNK,2015-03-27,29.13
Estonia,EST,2015-03-27,30.96
Finland,FIN,2015-03-27,30.17
France,FRA,2015-03-27,50.86
Germany,DEU,2015-03-27,33.6
Greece,GRC,2015-03-27,56.22
Hungary,HUN,2015-03-27,34.6
Italy,ITA,2015-03-27,49.08
Latvia,LVA,2015-03-27,33.95
Lithuania,LTU,2015-03-27,33.95
Luxembourg,LUX,2015-03-27,33.6
Netherlands,NLD,2015-03-27,45.34
Norway,NOR,2015-03-27,26.82
Poland,POL,2015-03-27,35.38
Portugal,PRT,2015-03-27,46.24
Romania,ROU,2015-03-27,34.45
Slovakia,SVK,2015-03-27,34.36
Slovenia,SVN,2015-03-27,34.84
Spain,ESP,2015-03-27,46.24
Sweden,SWE,2015-03-27,27.72
Switzerland,CHE,2015-03-27,49.99
Austria,AUT,2015-03-28,26.4
Belgium,BEL,2015-03-28,39.54
Czechia,CZE,2015-03-28,26.91
Denmark,DNK,2015-03-28,23.82
Estonia,EST,2015-03-28,31.67
Finland,FIN,2015-03-28,26.88
France,FRA,2015-03-28,35.62
Germany,DEU,2015-03-28,26.4
Greece,GRC,2015-03-28,61.93
Hungary,HUN,2015-03-28,28.75
Italy,ITA,2015-03-28,37.41
Latvia,LVA,2015-03-28,35.49
Lithuania,LTU,2015-03-28,35.49
Luxembourg,LUX,2015-03-28,26.4
Netherlands,NLD,2015-03-28,38.84
Norway,NOR,2015-03-28,24.25
Poland,POL,2015-03-28,35.08
Portugal,PRT,2015-03-28,43.44
Romania,ROU,2015-03-28,28.75
Slovakia,SVK,2015-03-28,27.38
Slovenia,SVN,2015-03-28,28.39
Spain,ESP,2015-03-28,43.44
Sweden,SWE,2015-03-28,24.91
Switzerland,CHE,2015-03-28,37.68
Austria,AUT,2015-03-29,9.84
Belgium,BEL,2015-03-29,30.17
Czechia,CZE,2015-03-29,11.49
Denmark,DNK,2015-03-29,22.75
Estonia,EST,2015-03-29,25.26
Finland,FIN,2015-03-29,23.28
France,FRA,2015-03-29,18.7
Germany,DEU,2015-03-29,9.84
Greece,GRC,2015-03-29,53.29
Hungary,HUN,2015-03-29,15.55
Italy,ITA,2015-03-29,38.04
Latvia,LVA,2015-03-29,25.45
Lithuania,LTU,2015-03-29,25.45
Luxembourg,LUX,2015-03-29,9.84
Netherlands,NLD,2015-03-29,30.17
Norway,NOR,2015-03-29,23.25
Poland,POL,2015-03-29,23.51
Portugal,PRT,2015-03-29,33.16
Romania,ROU,2015-03-29,15.56
Slovakia,SVK,2015-03-29,14.07
Slovenia,SVN,2015-03-29,9.81
Spain,ESP,2015-03-29,30.7
Sweden,SWE,2015-03-29,23.28
Switzerland,CHE,2015-03-29,19.07
Austria,AUT,2015-03-30,18.7
Belgium,BEL,2015-03-30,42.39
Czechia,CZE,2015-03-30,22.33
Denmark,DNK,2015-03-30,22.84
Estonia,EST,2015-03-30,34.67
Finland,FIN,2015-03-30,34.67
France,FRA,2015-03-30,39.15
Germany,DEU,2015-03-30,18.7
Greece,GRC,2015-03-30,60.64
Hungary,HUN,2015-03-30,26.61
Italy,ITA,2015-03-30,42.12
Latvia,LVA,2015-03-30,34.74
